"文件编号","路径","所属模块","文件类型","基线 blob SHA","物理行数","审阅范围","审阅者","审阅日期","审计单元","检查点","风险等级","是否二次复核","详细记录","覆盖清单同步","1 存在理由","2 创建或加载者","3 加载条件","4 导出内容","5 导出消费者","6 输入","7 输出","8 状态读写","9 数据库读写","10 网络调用","11 事件","12 环境变量","13 用户权限依赖","14 运行环境依赖","15 初始化副作用","16 模块加载副作用","17 注册职责","18 测试生产差异","19 资源释放","20 失败恢复","21 对应测试","22 测试可信度","23 对应文档","24 文档准确性","25 兼容职责","26 等价重复实现","27 可否独立删除","28 删除首个失败点","29 最终结论与置信度"
"F-AU-006-011","01_core_hexin/packages/config/src/IdentityRegistrationApiEnvironment.ts","共享配置/环境契约","TypeScript源码","7e82499d4f2f875055e9248b8b99c58f2a456aba","117","全文件逐行深入审阅","Codex主审","2026-09-14","AU-006","CP-06","P3/F-0034","否（若后续升级则重排）","E-AU-006-008；F-0034","是","提供共享配置定义/解析/导出","由显式import、entry、build、release或systemd加载","对应服务/构建/发布profile满足时","见源码导出","package subpath、服务、Console、生成器或测试","EnvironmentSource/外部JSON","冻结投影、启动参数、配置文件或调用","环境投影","本AU不深审业务数据写；节点/生成文件只读","见communications.csv；无网络者不适用","无业务事件；Jobs配置仅决定消费者启动","只记录键名，不记录值","配置层不替代业务授权","Node/浏览器/微信/systemd/文件按路径","无未记录初始化写","无或仅入口声明","否或由消费者注册","支持文件只追配置边界，不评价其业务实现","owner进程/浏览器页面/生成器退出时释放；纯配置不持资源","校验失败阻止启动；运行恢复由unit/release回切","见tests.csv与对应消费者测试","按已执行/环境阻塞/静态反事实分级","AU-001至AU-005架构记录与本AU summary","文档只作线索，代码/运行入口优先","专用与聚合profile差异已记录","未证明存在可安全替代","否；未满足G3十三项条件","列明消费者、启动或契约首先失败","[FACT] 全文件深审完成；P3/F-0034"
"F-AU-006-012","01_core_hexin/packages/config/src/JobsEnvironment.ts","共享配置/环境契约","TypeScript源码","0a396aac98e6b392e130b01dd5f703ea51ac84f1","182","全文件逐行深入审阅","Codex主审","2026-09-14","AU-006","CP-06","未发现独立问题","否（若后续升级则重排）","E-AU-006-002/010","是","提供共享配置定义/解析/导出","由显式import、entry、build、release或systemd加载","对应服务/构建/发布profile满足时","见源码导出","package subpath、服务、Console、生成器或测试","EnvironmentSource/外部JSON","冻结投影、启动参数、配置文件或调用","环境投影","本AU不深审业务数据写；节点/生成文件只读","见communications.csv；无网络者不适用","无业务事件；Jobs配置仅决定消费者启动","只记录键名，不记录值","配置层不替代业务授权","Node/浏览器/微信/systemd/文件按路径","无未记录初始化写","无或仅入口声明","否或由消费者注册","支持文件只追配置边界，不评价其业务实现","owner进程/浏览器页面/生成器退出时释放；纯配置不持资源","校验失败阻止启动；运行恢复由unit/release回切","见tests.csv与对应消费者测试","按已执行/环境阻塞/静态反事实分级","AU-001至AU-005架构记录与本AU summary","文档只作线索，代码/运行入口优先","专用与聚合profile差异已记录","未证明存在可安全替代","否；未满足G3十三项条件","列明消费者、启动或契约首先失败","[FACT] 全文件深审完成；未发现独立问题"
"F-AU-006-013","01_core_hexin/packages/config/src/LocalEnvironment.ts","共享配置/环境契约","TypeScript源码","f3cd286a93dc2acad1685d0fa32b76b31c46270b","226","全文件逐行深入审阅","Codex主审","2026-09-14","AU-006","CP-06","P3/F-0035","否（若后续升级则重排）","E-AU-006-008；F-0035","是","提供共享配置定义/解析/导出","由显式import、entry、build、release或systemd加载","对应服务/构建/发布profile满足时","见源码导出","package subpath、服务、Console、生成器或测试","EnvironmentSource/外部JSON","冻结投影、启动参数、配置文件或调用","环境投影","本AU不深审业务数据写；节点/生成文件只读","见communications.csv；无网络者不适用","无业务事件；Jobs配置仅决定消费者启动","只记录键名，不记录值","配置层不替代业务授权","Node/浏览器/微信/systemd/文件按路径","无未记录初始化写","无或仅入口声明","否或由消费者注册","支持文件只追配置边界，不评价其业务实现","owner进程/浏览器页面/生成器退出时释放；纯配置不持资源","校验失败阻止启动；运行恢复由unit/release回切","见tests.csv与对应消费者测试","按已执行/环境阻塞/静态反事实分级","AU-001至AU-005架构记录与本AU summary","文档只作线索，代码/运行入口优先","专用与聚合profile差异已记录","未证明存在可安全替代","否；未满足G3十三项条件","列明消费者、启动或契约首先失败","[FACT] 全文件深审完成；P3/F-0035"
"F-AU-006-014","01_core_hexin/packages/config/src/MallProvisioningApiEnvironment.test.ts","共享配置/环境契约","TypeScript测试","0861b188250f30384cd9afcbe9ea1297fde1117c","70","全文件逐行深入审阅","Codex主审","2026-09-14","AU-006","CP-06","未发现独立问题","否（若后续升级则重排）","E-AU-006-002/010","是","保存配置反事实与契约","由包test脚本或显式Vitest加载","测试命令选择时","见源码导出","package subpath、服务、Console、生成器或测试","EnvironmentSource/外部JSON","断言结果","环境投影","本AU不深审业务数据写；节点/生成文件只读","见communications.csv；无网络者不适用","无业务事件；Jobs配置仅决定消费者启动","只记录键名，不记录值","配置层不替代业务授权","Node/浏览器/微信/systemd/文件按路径","无未记录初始化写","无或仅入口声明","否或由消费者注册","正式脚本覆盖见T-AU-006-005","owner进程/浏览器页面/生成器退出时释放；纯配置不持资源","校验失败阻止启动；运行恢复由unit/release回切","本文件本身；执行状态见tests.csv","按已执行/环境阻塞/静态反事实分级","AU-001至AU-005架构记录与本AU summary","文档只作线索，代码/运行入口优先","专用与聚合profile差异已记录","未证明存在可安全替代","否；未满足G3十三项条件","丢失唯一反事实或覆盖","[FACT] 全文件深审完成；未发现独立问题"
"F-AU-006-015","01_core_hexin/packages/config/src/MallProvisioningApiEnvironment.ts","共享配置/环境契约","TypeScript源码","14296449432af4bdab5984b403a07ea1bcc6c4ac","91","全文件逐行深入审阅","Codex主审","2026-09-14","AU-006","CP-06","P3/F-0034","否（若后续升级则重排）","E-AU-006-008；F-0034","是","提供共享配置定义/解析/导出","由显式import、entry、build、release或systemd加载","对应服务/构建/发布profile满足时","见源码导出","package subpath、服务、Console、生成器或测试","EnvironmentSource/外部JSON","冻结投影、启动参数、配置文件或调用","环境投影","本AU不深审业务数据写；节点/生成文件只读","见communications.csv；无网络者不适用","无业务事件；Jobs配置仅决定消费者启动","只记录键名，不记录值","配置层不替代业务授权","Node/浏览器/微信/systemd/文件按路径","无未记录初始化写","无或仅入口声明","否或由消费者注册","支持文件只追配置边界，不评价其业务实现","owner进程/浏览器页面/生成器退出时释放；纯配置不持资源","校验失败阻止启动；运行恢复由unit/release回切","见tests.csv与对应消费者测试","按已执行/环境阻塞/静态反事实分级","AU-001至AU-005架构记录与本AU summary","文档只作线索，代码/运行入口优先","专用与聚合profile差异已记录","未证明存在可安全替代","否；未满足G3十三项条件","列明消费者、启动或契约首先失败","[FACT] 全文件深审完成；P3/F-0034"
"F-AU-006-016","01_core_hexin/packages/config/src/MigrationEnvironment.ts","共享配置/环境契约","TypeScript源码","f50a80d931c88c730a25e1faebbc6334587a6b0b","37","全文件逐行深入审阅","Codex主审","2026-09-14","AU-006","CP-06","未发现独立问题","否（若后续升级则重排）","E-AU-006-002/010","是","提供共享配置定义/解析/导出","由显式import、entry、build、release或systemd加载","对应服务/构建/发布profile满足时","见源码导出","package subpath、服务、Console、生成器或测试","EnvironmentSource/外部JSON","冻结投影、启动参数、配置文件或调用","环境投影","本AU不深审业务数据写；节点/生成文件只读","见communications.csv；无网络者不适用","无业务事件；Jobs配置仅决定消费者启动","只记录键名，不记录值","配置层不替代业务授权","Node/浏览器/微信/systemd/文件按路径","无未记录初始化写","无或仅入口声明","否或由消费者注册","支持文件只追配置边界，不评价其业务实现","owner进程/浏览器页面/生成器退出时释放；纯配置不持资源","校验失败阻止启动；运行恢复由unit/release回切","见tests.csv与对应消费者测试","按已执行/环境阻塞/静态反事实分级","AU-001至AU-005架构记录与本AU summary","文档只作线索，代码/运行入口优先","专用与聚合profile差异已记录","未证明存在可安全替代","否；未满足G3十三项条件","列明消费者、启动或契约首先失败","[FACT] 全文件深审完成；未发现独立问题"
"F-AU-006-017","01_core_hexin/packages/config/src/MiniappEnvironment.ts","共享配置/环境契约","TypeScript源码","0a0b5558352ff2d97e75edb956b19a90cbeef594","24","全文件逐行深入审阅","Codex主审","2026-09-14","AU-006","CP-06","P3/F-0033","否（若后续升级则重排）","E-AU-006-007/008；F-0033","是","提供共享配置定义/解析/导出","由显式import、entry、build、release或systemd加载","对应服务/构建/发布profile满足时","见源码导出","package subpath、服务、Console、生成器或测试","EnvironmentSource/外部JSON","冻结投影、启动参数、配置文件或调用","环境投影","本AU不深审业务数据写；节点/生成文件只读","见communications.csv；无网络者不适用","无业务事件；Jobs配置仅决定消费者启动","只记录键名，不记录值","配置层不替代业务授权","Node/浏览器/微信/systemd/文件按路径","无未记录初始化写","无或仅入口声明","否或由消费者注册","支持文件只追配置边界，不评价其业务实现","owner进程/浏览器页面/生成器退出时释放；纯配置不持资源","校验失败阻止启动；运行恢复由unit/release回切","见tests.csv与对应消费者测试","按已执行/环境阻塞/静态反事实分级","AU-001至AU-005架构记录与本AU summary","文档只作线索，代码/运行入口优先","专用与聚合profile差异已记录","未证明存在可安全替代","否；未满足G3十三项条件","列明消费者、启动或契约首先失败","[FACT] 全文件深审完成；P3/F-0033"
"F-AU-006-018","01_core_hexin/packages/config/src/Network.ts","共享配置/包入口","TypeScript源码","2f0494dcc7c87137197fbbd0b4477b3d6f243d4b","8","全文件逐行深入审阅","Codex主审","2026-09-14","AU-006","CP-06","未发现独立问题","否（若后续升级则重排）","E-AU-006-002/010","是","提供共享配置定义/解析/导出","由显式import、entry、build、release或systemd加载","对应服务/构建/发布profile满足时","见源码导出","package subpath、服务、Console、生成器或测试","文件、环境或上游配置","冻结投影、启动参数、配置文件或调用","无持久状态或仅入口","本AU不深审业务数据写；节点/生成文件只读","见communications.csv；无网络者不适用","无业务事件；Jobs配置仅决定消费者启动","只记录键名，不记录值","配置层不替代业务授权","Node/浏览器/微信/systemd/文件按路径","无未记录初始化写","无或仅入口声明","否或由消费者注册","支持文件只追配置边界，不评价其业务实现","owner进程/浏览器页面/生成器退出时释放；纯配置不持资源","校验失败阻止启动；运行恢复由unit/release回切","见tests.csv与对应消费者测试","按已执行/环境阻塞/静态反事实分级","AU-001至AU-005架构记录与本AU summary","文档只作线索，代码/运行入口优先","专用与聚合profile差异已记录","未证明存在可安全替代","否；未满足G3十三项条件","列明消费者、启动或契约首先失败","[FACT] 全文件深审完成；未发现独立问题"
"F-AU-006-019","01_core_hexin/packages/config/src/NodeManifest.ts","共享配置/包入口","TypeScript源码","8509c97bd0e229a7a9a9e2115751c8af68e294d1","68","全文件逐行深入审阅","Codex主审","2026-09-14","AU-006","CP-06","未发现独立问题","否（若后续升级则重排）","E-AU-006-002/010","是","提供共享配置定义/解析/导出","由显式import、entry、build、release或systemd加载","对应服务/构建/发布profile满足时","见源码导出","package subpath、服务、Console、生成器或测试","Manifest/Registry/runtime JSON","冻结投影、启动参数、配置文件或调用","节点/注册配置","本AU不深审业务数据写；节点/生成文件只读","见communications.csv；无网络者不适用","无业务事件；Jobs配置仅决定消费者启动","只记录键名，不记录值","配置层不替代业务授权","Node/浏览器/微信/systemd/文件按路径","无未记录初始化写","无或仅入口声明","否或由消费者注册","支持文件只追配置边界，不评价其业务实现","owner进程/浏览器页面/生成器退出时释放；纯配置不持资源","校验失败阻止启动；运行恢复由unit/release回切","见tests.csv与对应消费者测试","按已执行/环境阻塞/静态反事实分级","AU-001至AU-005架构记录与本AU summary","文档只作线索，代码/运行入口优先","专用与聚合profile差异已记录","未证明存在可安全替代","否；未满足G3十三项条件","列明消费者、启动或契约首先失败","[FACT] 全文件深审完成；未发现独立问题"
"F-AU-006-020","01_core_hexin/packages/config/src/PaymentWebhookApiEnvironment.test.ts","共享配置/环境契约","TypeScript测试","fd376317c20d5ec9f3a9dd98bf518c60f76e9b64","79","全文件逐行深入审阅","Codex主审","2026-09-14","AU-006","CP-06","未发现独立问题","否（若后续升级则重排）","E-AU-006-002/010","是","保存配置反事实与契约","由包test脚本或显式Vitest加载","测试命令选择时","见源码导出","package subpath、服务、Console、生成器或测试","EnvironmentSource/外部JSON","断言结果","环境投影","本AU不深审业务数据写；节点/生成文件只读","见communications.csv；无网络者不适用","无业务事件；Jobs配置仅决定消费者启动","只记录键名，不记录值","配置层不替代业务授权","Node/浏览器/微信/systemd/文件按路径","无未记录初始化写","无或仅入口声明","否或由消费者注册","正式脚本覆盖见T-AU-006-005","owner进程/浏览器页面/生成器退出时释放；纯配置不持资源","校验失败阻止启动；运行恢复由unit/release回切","本文件本身；执行状态见tests.csv","按已执行/环境阻塞/静态反事实分级","AU-001至AU-005架构记录与本AU summary","文档只作线索，代码/运行入口优先","专用与聚合profile差异已记录","未证明存在可安全替代","否；未满足G3十三项条件","丢失唯一反事实或覆盖","[FACT] 全文件深审完成；未发现独立问题"
"F-AU-006-021","01_core_hexin/packages/config/src/PaymentWebhookApiEnvironment.ts","共享配置/环境契约","TypeScript源码","430a839172ce146025f6cbe98ec05eac8cfd48da","93","全文件逐行深入审阅","Codex主审","2026-09-14","AU-006","CP-06","P3/F-0034","否（若后续升级则重排）","E-AU-006-008；F-0034","是","提供共享配置定义/解析/导出","由显式import、entry、build、release或systemd加载","对应服务/构建/发布profile满足时","见源码导出","package subpath、服务、Console、生成器或测试","EnvironmentSource/外部JSON","冻结投影、启动参数、配置文件或调用","环境投影","本AU不深审业务数据写；节点/生成文件只读","见communications.csv；无网络者不适用","无业务事件；Jobs配置仅决定消费者启动","只记录键名，不记录值","配置层不替代业务授权","Node/浏览器/微信/systemd/文件按路径","无未记录初始化写","无或仅入口声明","否或由消费者注册","支持文件只追配置边界，不评价其业务实现","owner进程/浏览器页面/生成器退出时释放；纯配置不持资源","校验失败阻止启动；运行恢复由unit/release回切","见tests.csv与对应消费者测试","按已执行/环境阻塞/静态反事实分级","AU-001至AU-005架构记录与本AU summary","文档只作线索，代码/运行入口优先","专用与聚合profile差异已记录","未证明存在可安全替代","否；未满足G3十三项条件","列明消费者、启动或契约首先失败","[FACT] 全文件深审完成；P3/F-0034"
