"文件编号","路径","所属模块","文件类型","基线 blob SHA","物理行数","审阅范围","审阅者","审阅日期","审计单元","检查点","风险等级","是否二次复核","详细记录","覆盖清单同步","1 存在理由","2 创建或加载者","3 加载条件","4 导出内容","5 导出消费者","6 输入","7 输出","8 状态读写","9 数据库读写","10 网络调用","11 事件","12 环境变量","13 用户权限依赖","14 运行环境依赖","15 初始化副作用","16 模块加载副作用","17 注册职责","18 测试生产差异","19 资源释放","20 失败恢复","21 对应测试","22 测试可信度","23 对应文档","24 文档准确性","25 兼容职责","26 等价重复实现","27 可否独立删除","28 删除首个失败点","29 最终结论与置信度"
"FILE-AU-007-011","01_core_hexin/packages/contract/src/DeepLinkContract.test.ts","contract package","TypeScript源码","1af1bb7842357577b562c692855ab542922d04a3","14","全文件逐行/逐记录深入审阅","Codex主审","2026-09-14","AU-007","CP-07","P2","否（若后续升级则重排）","E-AU-007-005/006/007/008/009/010/011","是","提供契约、生成、检查或真实消费证据","Git tracked人工文件","package import、质量命令、运行入口或人工流程","见exports.csv或源码声明","见exports.csv与communications.csv","YAML/函数参数/上游契约","契约值、校验结果、运行调用或报告信号","目录对象/纯函数或生成过程局部状态","无直接数据库写或本AU不深审","无直接网络或本AU不深审","无事件或本AU不深审","无环境值读取；正式命令依赖本地node_modules","不替代业务授权；无则不适用","Node 22/npm workspace/TypeScript生成链；正式依赖本环境缺失","无未记录初始化写","见functions.csv；无或仅目录解析","无或不适用","见tests.csv；正式执行均环境阻塞","纯契约不持资源；generator/检查进程退出释放","校验失败抛错/进程退出；运行恢复留消费者专项","见tests.csv及对应*.test.ts/正式检查入口","源码分支已人工评估；正式执行因依赖缺失阻塞","summary/history及项目契约文档","文档只作线索，代码与生成结果优先","公共package/版本/frozen/生成兼容责任未排除","未证明存在可安全替代","否；未满足G3十三项与独立复核","对应package、质量门禁或运行调用首先失败","[FACT] 人工文件已完成全文件深审；关联F-0040/F-0043"
"FILE-AU-007-012","01_core_hexin/packages/contract/src/DeepLinkContract.ts","contract package","TypeScript源码","8dceee975ffab3922c4eb200b6c288ae75270517","27","全文件逐行/逐记录深入审阅","Codex主审","2026-09-14","AU-007","CP-07","P3","否（若后续升级则重排）","E-AU-007-005/006/007/008/009/010/011","是","提供契约、生成、检查或真实消费证据","Git tracked人工文件","package import、质量命令、运行入口或人工流程","见exports.csv或源码声明","见exports.csv与communications.csv","YAML/函数参数/上游契约","契约值、校验结果、运行调用或报告信号","目录对象/纯函数或生成过程局部状态","无直接数据库写或本AU不深审","无直接网络或本AU不深审","无事件或本AU不深审","无环境值读取；正式命令依赖本地node_modules","不替代业务授权；无则不适用","Node 22/npm workspace/TypeScript生成链；正式依赖本环境缺失","无未记录初始化写","见functions.csv；无或仅目录解析","无或不适用","见tests.csv；正式执行均环境阻塞","纯契约不持资源；generator/检查进程退出释放","校验失败抛错/进程退出；运行恢复留消费者专项","见tests.csv及对应*.test.ts/正式检查入口","源码分支已人工评估；正式执行因依赖缺失阻塞","summary/history及项目契约文档","文档只作线索，代码与生成结果优先","公共package/版本/frozen/生成兼容责任未排除","未证明存在可安全替代","否；未满足G3十三项与独立复核","对应package、质量门禁或运行调用首先失败","[FACT] 人工文件已完成全文件深审；关联F-0043"
"FILE-AU-007-013","01_core_hexin/packages/contract/src/ErrorSchema.ts","contract package","TypeScript源码","85b992c754192e36e57c8cdfd025c7bef960ce3c","18","全文件逐行/逐记录深入审阅","Codex主审","2026-09-14","AU-007","CP-07","未发现独立问题","否（若后续升级则重排）","E-AU-007-002/003","是","提供契约、生成、检查或真实消费证据","Git tracked人工文件","package import、质量命令、运行入口或人工流程","见exports.csv或源码声明","见exports.csv与communications.csv","YAML/函数参数/上游契约","契约值、校验结果、运行调用或报告信号","目录对象/纯函数或生成过程局部状态","无直接数据库写或本AU不深审","无直接网络或本AU不深审","无事件或本AU不深审","无环境值读取；正式命令依赖本地node_modules","不替代业务授权；无则不适用","Node 22/npm workspace/TypeScript生成链；正式依赖本环境缺失","无未记录初始化写","见functions.csv；无或仅目录解析","无或不适用","见tests.csv；正式执行均环境阻塞","纯契约不持资源；generator/检查进程退出释放","校验失败抛错/进程退出；运行恢复留消费者专项","见tests.csv及对应*.test.ts/正式检查入口","源码分支已人工评估；正式执行因依赖缺失阻塞","summary/history及项目契约文档","文档只作线索，代码与生成结果优先","相关迁移/运行兼容留专项","未证明存在可安全替代","否；未满足G3十三项与独立复核","对应package、质量门禁或运行调用首先失败","[FACT] 人工文件已完成全文件深审"
"FILE-AU-007-014","01_core_hexin/packages/contract/src/EventContract.ts","contract package","TypeScript源码","140040e88e4bda1656bb144008f7c224cee240c3","12","全文件逐行/逐记录深入审阅","Codex主审","2026-09-14","AU-007","CP-07","未发现独立问题","否（若后续升级则重排）","E-AU-007-002/003","是","提供契约、生成、检查或真实消费证据","Git tracked人工文件","package import、质量命令、运行入口或人工流程","见exports.csv或源码声明","见exports.csv与communications.csv","YAML/函数参数/上游契约","契约值、校验结果、运行调用或报告信号","目录对象/纯函数或生成过程局部状态","无直接数据库写或本AU不深审","无直接网络或本AU不深审","见events.csv/communications.csv","无环境值读取；正式命令依赖本地node_modules","不替代业务授权；无则不适用","Node 22/npm workspace/TypeScript生成链；正式依赖本环境缺失","无未记录初始化写","见functions.csv；无或仅目录解析","无或不适用","见tests.csv；正式执行均环境阻塞","纯契约不持资源；generator/检查进程退出释放","校验失败抛错/进程退出；运行恢复留消费者专项","见tests.csv及对应*.test.ts/正式检查入口","源码分支已人工评估；正式执行因依赖缺失阻塞","summary/history及项目契约文档","文档只作线索，代码与生成结果优先","公共package/版本/frozen/生成兼容责任未排除","未证明存在可安全替代","否；未满足G3十三项与独立复核","对应package、质量门禁或运行调用首先失败","[FACT] 人工文件已完成全文件深审"
"FILE-AU-007-015","01_core_hexin/packages/contract/src/ExperienceContract.ts","contract package","TypeScript源码","07870c365a113ed0c82dcd2e98d396eda228aa9b","81","全文件逐行/逐记录深入审阅","Codex主审","2026-09-14","AU-007","CP-07","未发现独立问题","否（若后续升级则重排）","E-AU-007-002/003","是","提供契约、生成、检查或真实消费证据","Git tracked人工文件","package import、质量命令、运行入口或人工流程","见exports.csv或源码声明","见exports.csv与communications.csv","YAML/函数参数/上游契约","契约值、校验结果、运行调用或报告信号","目录对象/纯函数或生成过程局部状态","无直接数据库写或本AU不深审","无直接网络或本AU不深审","无事件或本AU不深审","无环境值读取；正式命令依赖本地node_modules","不替代业务授权；无则不适用","Node 22/npm workspace/TypeScript生成链；正式依赖本环境缺失","无未记录初始化写","见functions.csv；无或仅目录解析","无或不适用","见tests.csv；正式执行均环境阻塞","纯契约不持资源；generator/检查进程退出释放","校验失败抛错/进程退出；运行恢复留消费者专项","见tests.csv及对应*.test.ts/正式检查入口","源码分支已人工评估；正式执行因依赖缺失阻塞","summary/history及项目契约文档","文档只作线索，代码与生成结果优先","公共package/版本/frozen/生成兼容责任未排除","未证明存在可安全替代","否；未满足G3十三项与独立复核","对应package、质量门禁或运行调用首先失败","[FACT] 人工文件已完成全文件深审"
"FILE-AU-007-016","01_core_hexin/packages/contract/src/FinancialActionPolicy.test.ts","contract package","TypeScript源码","bb9fa5495759cf70e23a3da872bdbd33f711c117","60","全文件逐行/逐记录深入审阅","Codex主审","2026-09-14","AU-007","CP-07","未发现独立问题","否（若后续升级则重排）","E-AU-007-002/003","是","提供契约、生成、检查或真实消费证据","Git tracked人工文件","package import、质量命令、运行入口或人工流程","见exports.csv或源码声明","见exports.csv与communications.csv","YAML/函数参数/上游契约","契约值、校验结果、运行调用或报告信号","目录对象/纯函数或生成过程局部状态","无直接数据库写或本AU不深审","无直接网络或本AU不深审","无事件或本AU不深审","无环境值读取；正式命令依赖本地node_modules","不替代业务授权；无则不适用","Node 22/npm workspace/TypeScript生成链；正式依赖本环境缺失","无未记录初始化写","见functions.csv；无或仅目录解析","无或不适用","见tests.csv；正式执行均环境阻塞","纯契约不持资源；generator/检查进程退出释放","校验失败抛错/进程退出；运行恢复留消费者专项","见tests.csv及对应*.test.ts/正式检查入口","源码分支已人工评估；正式执行因依赖缺失阻塞","summary/history及项目契约文档","文档只作线索，代码与生成结果优先","相关迁移/运行兼容留专项","未证明存在可安全替代","否；未满足G3十三项与独立复核","对应package、质量门禁或运行调用首先失败","[FACT] 人工文件已完成全文件深审"
"FILE-AU-007-017","01_core_hexin/packages/contract/src/FinancialActionPolicy.ts","contract package","TypeScript源码","32a332093282c3bc2439d44d6e7cb5cdbe0cfc4f","97","全文件逐行/逐记录深入审阅","Codex主审","2026-09-14","AU-007","CP-07","未发现独立问题","否（若后续升级则重排）","E-AU-007-002/003","是","提供契约、生成、检查或真实消费证据","Git tracked人工文件","package import、质量命令、运行入口或人工流程","见exports.csv或源码声明","见exports.csv与communications.csv","YAML/函数参数/上游契约","契约值、校验结果、运行调用或报告信号","目录对象/纯函数或生成过程局部状态","无直接数据库写或本AU不深审","无直接网络或本AU不深审","无事件或本AU不深审","无环境值读取；正式命令依赖本地node_modules","不替代业务授权；无则不适用","Node 22/npm workspace/TypeScript生成链；正式依赖本环境缺失","无未记录初始化写","见functions.csv；无或仅目录解析","无或不适用","见tests.csv；正式执行均环境阻塞","纯契约不持资源；generator/检查进程退出释放","校验失败抛错/进程退出；运行恢复留消费者专项","见tests.csv及对应*.test.ts/正式检查入口","源码分支已人工评估；正式执行因依赖缺失阻塞","summary/history及项目契约文档","文档只作线索，代码与生成结果优先","相关迁移/运行兼容留专项","未证明存在可安全替代","否；未满足G3十三项与独立复核","对应package、质量门禁或运行调用首先失败","[FACT] 人工文件已完成全文件深审"
"FILE-AU-007-018","01_core_hexin/packages/contract/src/Operation.gates.test.ts","contract package","TypeScript源码","5b58684232e46a9763b4983bf6a940421450753c","80","全文件逐行/逐记录深入审阅","Codex主审","2026-09-14","AU-007","CP-07","未发现独立问题","否（若后续升级则重排）","E-AU-007-002/003","是","提供契约、生成、检查或真实消费证据","Git tracked人工文件","package import、质量命令、运行入口或人工流程","见exports.csv或源码声明","见exports.csv与communications.csv","YAML/函数参数/上游契约","契约值、校验结果、运行调用或报告信号","目录对象/纯函数或生成过程局部状态","无直接数据库写或本AU不深审","无直接网络或本AU不深审","无事件或本AU不深审","无环境值读取；正式命令依赖本地node_modules","不替代业务授权；无则不适用","Node 22/npm workspace/TypeScript生成链；正式依赖本环境缺失","无未记录初始化写","见functions.csv；无或仅目录解析","无或不适用","见tests.csv；正式执行均环境阻塞","纯契约不持资源；generator/检查进程退出释放","校验失败抛错/进程退出；运行恢复留消费者专项","见tests.csv及对应*.test.ts/正式检查入口","源码分支已人工评估；正式执行因依赖缺失阻塞","summary/history及项目契约文档","文档只作线索，代码与生成结果优先","相关迁移/运行兼容留专项","未证明存在可安全替代","否；未满足G3十三项与独立复核","对应package、质量门禁或运行调用首先失败","[FACT] 人工文件已完成全文件深审"
"FILE-AU-007-019","01_core_hexin/packages/contract/src/Operation.ts","contract package","TypeScript源码","1b11473a4df7055f286e4a9283ede94f184ffef4","105","全文件逐行/逐记录深入审阅","Codex主审","2026-09-14","AU-007","CP-07","未发现独立问题","否（若后续升级则重排）","E-AU-007-002/003","是","提供契约、生成、检查或真实消费证据","Git tracked人工文件","package import、质量命令、运行入口或人工流程","见exports.csv或源码声明","见exports.csv与communications.csv","YAML/函数参数/上游契约","契约值、校验结果、运行调用或报告信号","目录对象/纯函数或生成过程局部状态","无直接数据库写或本AU不深审","无直接网络或本AU不深审","无事件或本AU不深审","无环境值读取；正式命令依赖本地node_modules","不替代业务授权；无则不适用","Node 22/npm workspace/TypeScript生成链；正式依赖本环境缺失","无未记录初始化写","见functions.csv；无或仅目录解析","无或不适用","见tests.csv；正式执行均环境阻塞","纯契约不持资源；generator/检查进程退出释放","校验失败抛错/进程退出；运行恢复留消费者专项","见tests.csv及对应*.test.ts/正式检查入口","源码分支已人工评估；正式执行因依赖缺失阻塞","summary/history及项目契约文档","文档只作线索，代码与生成结果优先","相关迁移/运行兼容留专项","未证明存在可安全替代","否；未满足G3十三项与独立复核","对应package、质量门禁或运行调用首先失败","[FACT] 人工文件已完成全文件深审"
"FILE-AU-007-020","01_core_hexin/packages/contract/src/OperationCatalog.ts","contract package","TypeScript源码","e463a214088eb9e52e508b5720c50ae5a0c2980b","27","全文件逐行/逐记录深入审阅","Codex主审","2026-09-14","AU-007","CP-07","未发现独立问题","否（若后续升级则重排）","E-AU-007-002/003","是","提供契约、生成、检查或真实消费证据","Git tracked人工文件","package import、质量命令、运行入口或人工流程","见exports.csv或源码声明","见exports.csv与communications.csv","YAML/函数参数/上游契约","契约值、校验结果、运行调用或报告信号","目录对象/纯函数或生成过程局部状态","无直接数据库写或本AU不深审","无直接网络或本AU不深审","无事件或本AU不深审","无环境值读取；正式命令依赖本地node_modules","不替代业务授权；无则不适用","Node 22/npm workspace/TypeScript生成链；正式依赖本环境缺失","无未记录初始化写","见functions.csv；无或仅目录解析","无或不适用","见tests.csv；正式执行均环境阻塞","纯契约不持资源；generator/检查进程退出释放","校验失败抛错/进程退出；运行恢复留消费者专项","见tests.csv及对应*.test.ts/正式检查入口","源码分支已人工评估；正式执行因依赖缺失阻塞","summary/history及项目契约文档","文档只作线索，代码与生成结果优先","相关迁移/运行兼容留专项","未证明存在可安全替代","否；未满足G3十三项与独立复核","对应package、质量门禁或运行调用首先失败","[FACT] 人工文件已完成全文件深审"
