"文件编号","路径","所属模块","文件类型","基线 blob SHA","物理行数","审阅范围","审阅者","审阅日期","审计单元","检查点","风险等级","是否二次复核","详细记录","覆盖清单同步","1 存在理由","2 创建或加载者","3 加载条件","4 导出内容","5 导出消费者","6 输入","7 输出","8 状态读写","9 数据库读写","10 网络调用","11 事件","12 环境变量","13 用户权限依赖","14 运行环境依赖","15 初始化副作用","16 模块加载副作用","17 注册职责","18 测试生产差异","19 资源释放","20 失败恢复","21 对应测试","22 测试可信度","23 对应文档","24 文档准确性","25 兼容职责","26 等价重复实现","27 可否独立删除","28 删除首个失败点","29 最终结论与置信度"
"F-AU-005-011","01_core_hexin/services/commerce/src/foundation/infrastructure/DatabaseContext.ts","共享状态/PostgreSQL","TypeScript源码","fe59985967fc581fb078f7bd9e8fd4c22df46f4e","19","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","未新增问题","否（若后续升级则重排）","E-AU-005-002/010/011；F-0023；recovery-ownership.csv","是","提供数据库连接、事务、上下文、启动或恢复契约","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","全部Canonical workload","配置、请求、DB row或文件","返回值、状态变更或进程","PostgreSQL持久状态/连接/事务上下文","是","PostgreSQL或本地TLS proxy","见queue-crash-matrix.csv","DATABASE_*、POSTGRES_*键","DB role/RLS/函数边界","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","mock/PG16 fixture不证明PG17组合","close/finally/systemd负责","rollback/release/systemd restart；backup owner未知","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","保留现有兼容入口责任","冲突实现已在finding说明","否","删除先破坏数据库启动/事务/恢复","[FACT] DB基础边界已复核；业务schema留专项"
"F-AU-005-012","01_core_hexin/services/commerce/src/foundation/infrastructure/DeadletterStore.ts","共享状态/队列","TypeScript源码","c455c21a2c4c14f15f1594312ef13bbe409c8b41","21","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","未新增问题","否（若后续升级则重排）","E-AU-005-003/004/005；F-0022/F-0024；queue-crash-matrix.csv","是","提供DB-backed事件、job、lease、scheduler或正式注册","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","业务命令、relay、dedicated/aggregate Jobs","配置、请求、DB row或文件","返回值、状态变更或进程","runtime.outbox/inbox/job/lease/deadletter","读写runtime schema","见communications.csv","DomainEvent→handler job","只记录键名，不记录值","worker DB role/scope","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","mock测试不证明正式进程存在","close/finally/systemd负责","lease/backoff/deadletter；正式relay缺席","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","dedicated与aggregate入口并存","冲突实现已在finding说明","否；aggregate控制面为GX-0001","删除先破坏唯一relay/scheduler/cleanup契约","[CONFLICT] F-0022/F-0024；基础租约设计总体良好"
"F-AU-005-013","01_core_hexin/services/commerce/src/foundation/infrastructure/ImportFile.ts","共享状态/运行时","TypeScript源码","82f390dcd70cac219d5ba152719ede3ce0772356","72","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","未新增问题","否（若后续升级则重排）","E-AU-005-002；data-infrastructure-map.csv","是","实现共享状态或其运行契约","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","见调用链/专用矩阵","配置、请求、DB row或文件","返回值、状态变更或进程","见branches-and-states.md","见data-infrastructure-map.csv","见communications.csv","见queue-crash-matrix.csv","只记录键名，不记录值","workload/DB role/本地服务边界","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","测试不能替代生产接线","close/finally/systemd负责","见fmea/recovery矩阵","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","保留现有兼容入口责任","冲突实现已在finding说明","否；未满足G3","删除会先破坏列明入口/契约","[FACT] 已按本AU范围复核；具体风险见编号"
"F-AU-005-014","01_core_hexin/services/commerce/src/foundation/infrastructure/InboxStore.ts","共享状态/队列","TypeScript源码","bc2478897b2be08549a87027246c85965d4c434d","17","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","未新增问题","否（若后续升级则重排）","E-AU-005-003/004/005；F-0022/F-0024；queue-crash-matrix.csv","是","提供DB-backed事件、job、lease、scheduler或正式注册","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","业务命令、relay、dedicated/aggregate Jobs","配置、请求、DB row或文件","返回值、状态变更或进程","runtime.outbox/inbox/job/lease/deadletter","读写runtime schema","见communications.csv","DomainEvent→handler job","只记录键名，不记录值","worker DB role/scope","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","mock测试不证明正式进程存在","close/finally/systemd负责","lease/backoff/deadletter；正式relay缺席","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","dedicated与aggregate入口并存","冲突实现已在finding说明","否；aggregate控制面为GX-0001","删除先破坏唯一relay/scheduler/cleanup契约","[CONFLICT] F-0022/F-0024；基础租约设计总体良好"
"F-AU-005-015","01_core_hexin/services/commerce/src/foundation/infrastructure/KmsClient.ts","共享状态/运行时","TypeScript源码","7926f34a10dd52b581736c785b47a0aba6bacc99","50","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","P1候选（F-0021）","是，待独立复核","E-AU-005-006；F-0021；secret-key-ownership.csv","是","提供Secret/KMS客户端、服务、授权或运行接线","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","API/Jobs/Migration/internal runtime","配置、请求、DB row或文件","返回值、状态变更或进程","catalog Map、policy grants或master派生","见data-infrastructure-map.csv","loopback HTTPS","见queue-crash-matrix.csv","SECRET/KMS endpoint、ref、token、policy键","意图为Bearer+exact resource；实际Main缺失","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","授权tests覆盖未挂载Handler，不能证明Main","close/finally/systemd负责","见fmea/recovery矩阵","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","legacy单token与full-staging exact policy并存","Main与Handler存在冲突实现","否；Handler/policy是G0","删除将破坏启动或唯一授权契约","[CONFLICT] 生产接线缺失，F-0021，高置信"
"F-AU-005-016","01_core_hexin/services/commerce/src/foundation/infrastructure/LeaseStore.ts","共享状态/队列","TypeScript源码","fb898a414071835e87bc38c9d66f85d55bd32f36","37","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","未新增问题","否（若后续升级则重排）","E-AU-005-003/004/005；F-0022/F-0024；queue-crash-matrix.csv","是","提供DB-backed事件、job、lease、scheduler或正式注册","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","业务命令、relay、dedicated/aggregate Jobs","配置、请求、DB row或文件","返回值、状态变更或进程","runtime.outbox/inbox/job/lease/deadletter","读写runtime schema","见communications.csv","DomainEvent→handler job","只记录键名，不记录值","worker DB role/scope","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","mock测试不证明正式进程存在","close/finally/systemd负责","lease/backoff/deadletter；正式relay缺席","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","dedicated与aggregate入口并存","冲突实现已在finding说明","否；aggregate控制面为GX-0001","删除先破坏唯一relay/scheduler/cleanup契约","[CONFLICT] F-0022/F-0024；基础租约设计总体良好"
"F-AU-005-017","01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts","共享状态/Object Store","TypeScript源码","38e20dbe29dcd4fb3dd766f1a89f781d51083cd8","139","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","P2（F-0025/F-0026/F-0027）","否（若后续升级则重排）","E-AU-005-007/008/017；F-0025–F-0027","是","提供对象上传、持久、读取、授权或业务消费","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","Catalog/Reporting/Import/Console","配置、请求、DB row或文件","返回值、状态变更或进程","upload Map+node StateDirectory+业务object ref","见data-infrastructure-map.csv","loopback HTTPS；Console最终使用URL","见queue-crash-matrix.csv","OBJECT_STORE_*及node manifest键","私有API用object bearer；public用HMAC URL","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","测试未覆盖public host/scanner/collision","close/finally/systemd负责","进程重启保留完成对象，丢失未完成上传","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","保留现有兼容入口责任","Local Objects与Catalog OSS职责不同，不等价","否","删除先破坏对象读写/导出下载","[CONFLICT] F-0025–F-0027；bytes完整性设计可保留"
"F-AU-005-018","01_core_hexin/services/commerce/src/foundation/infrastructure/OutboxRelay.ts","共享状态/队列","TypeScript源码","4d5782e0866cf0b16cafc00528759a7a7ed2d846","46","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","P1候选（F-0022）","是，待独立复核","E-AU-005-003/004/005；F-0022/F-0024；queue-crash-matrix.csv","是","提供DB-backed事件、job、lease、scheduler或正式注册","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","业务命令、relay、dedicated/aggregate Jobs","配置、请求、DB row或文件","返回值、状态变更或进程","runtime.outbox/inbox/job/lease/deadletter","读写runtime schema","见communications.csv","DomainEvent→handler job","只记录键名，不记录值","worker DB role/scope","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","mock测试不证明正式进程存在","close/finally/systemd负责","lease/backoff/deadletter；正式relay缺席","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","dedicated与aggregate入口并存","冲突实现已在finding说明","否；aggregate控制面为GX-0001","删除先破坏唯一relay/scheduler/cleanup契约","[CONFLICT] F-0022/F-0024；基础租约设计总体良好"
"F-AU-005-019","01_core_hexin/services/commerce/src/foundation/infrastructure/OutboxStore.ts","共享状态/队列","TypeScript源码","3b15be9d0264ca8f36fc1855a85fdcf1b904510a","77","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","P1候选（F-0022）","是，待独立复核","E-AU-005-003/004/005；F-0022/F-0024；queue-crash-matrix.csv","是","提供DB-backed事件、job、lease、scheduler或正式注册","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","业务命令、relay、dedicated/aggregate Jobs","配置、请求、DB row或文件","返回值、状态变更或进程","runtime.outbox/inbox/job/lease/deadletter","读写runtime schema","见communications.csv","DomainEvent→handler job","只记录键名，不记录值","worker DB role/scope","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","mock测试不证明正式进程存在","close/finally/systemd负责","lease/backoff/deadletter；正式relay缺席","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","dedicated与aggregate入口并存","冲突实现已在finding说明","否；aggregate控制面为GX-0001","删除先破坏唯一relay/scheduler/cleanup契约","[CONFLICT] F-0022/F-0024；基础租约设计总体良好"
"F-AU-005-020","01_core_hexin/services/commerce/src/foundation/infrastructure/PgContext.ts","共享状态/PostgreSQL","TypeScript源码","c4791f8f18bdcd2981a32351cfe58de5176d3ff5","9","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","未新增问题","否（若后续升级则重排）","E-AU-005-002/010/011；F-0023；recovery-ownership.csv","是","提供数据库连接、事务、上下文、启动或恢复契约","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","全部Canonical workload","配置、请求、DB row或文件","返回值、状态变更或进程","PostgreSQL持久状态/连接/事务上下文","是","PostgreSQL或本地TLS proxy","见queue-crash-matrix.csv","DATABASE_*、POSTGRES_*键","DB role/RLS/函数边界","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","mock/PG16 fixture不证明PG17组合","close/finally/systemd负责","rollback/release/systemd restart；backup owner未知","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","保留现有兼容入口责任","冲突实现已在finding说明","否","删除先破坏数据库启动/事务/恢复","[FACT] DB基础边界已复核；业务schema留专项"
"F-AU-005-021","01_core_hexin/services/commerce/src/foundation/infrastructure/PgUnitOfWork.ts","共享状态/PostgreSQL","TypeScript源码","d8a7b37cc323c55e07685c6e0ca73b51917fd32e","89","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","未新增问题","否（若后续升级则重排）","E-AU-005-002/010/011；F-0023；recovery-ownership.csv","是","提供数据库连接、事务、上下文、启动或恢复契约","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","全部Canonical workload","配置、请求、DB row或文件","返回值、状态变更或进程","PostgreSQL持久状态/连接/事务上下文","是","PostgreSQL或本地TLS proxy","见queue-crash-matrix.csv","DATABASE_*、POSTGRES_*键","DB role/RLS/函数边界","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","mock/PG16 fixture不证明PG17组合","close/finally/systemd负责","rollback/release/systemd restart；backup owner未知","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","保留现有兼容入口责任","冲突实现已在finding说明","否","删除先破坏数据库启动/事务/恢复","[FACT] DB基础边界已复核；业务schema留专项"
"F-AU-005-022","01_core_hexin/services/commerce/src/foundation/infrastructure/QueueJob.ts","共享状态/队列","TypeScript源码","1086e1d2dc70dfe9fa70414a641c1ed0dbe8c773","19","全文件逐行深入审阅","Codex主审","2026-09-13","AU-005","CP-05","未新增问题","否（若后续升级则重排）","E-AU-005-003/004/005；F-0022/F-0024；queue-crash-matrix.csv","是","提供DB-backed事件、job、lease、scheduler或正式注册","由显式entry/build/test/systemd加载","仅在对应profile/target/测试条件加载","见源码导出或运行入口","业务命令、relay、dedicated/aggregate Jobs","配置、请求、DB row或文件","返回值、状态变更或进程","runtime.outbox/inbox/job/lease/deadletter","读写runtime schema","见communications.csv","DomainEvent→handler job","只记录键名，不记录值","worker DB role/scope","Node/PostgreSQL/Redis/fs/TLS按文件而定","仅入口文件可能启动连接/进程","无未声明顶层副作用或已记录","见runtime/configuration记录","mock测试不证明正式进程存在","close/finally/systemd负责","lease/backoff/deadletter；正式relay缺席","见tests.csv","按执行/未执行边界评级","AU-003/AU-004与本AU记录","文档仅作线索，代码优先","dedicated与aggregate入口并存","冲突实现已在finding说明","否；aggregate控制面为GX-0001","删除先破坏唯一relay/scheduler/cleanup契约","[CONFLICT] F-0022/F-0024；基础租约设计总体良好"
